ann_id,image_id,filename,label,category_id,sam_score,raw_path,bbox_path,mask_path
11,2,002.tiff,hard_negative,2,0.7093222737312317,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/raw/hard_negative/ann_11.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/bbox/hard_negative/ann_11.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/mask/hard_negative/ann_11.png
12,2,002.tiff,hard_negative,2,0.742727518081665,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/raw/hard_negative/ann_12.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/bbox/hard_negative/ann_12.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/mask/hard_negative/ann_12.png
13,2,002.tiff,mitotic,1,0.7161270380020142,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/raw/mitotic/ann_13.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/bbox/mitotic/ann_13.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/mask/mitotic/ann_13.png
14,2,002.tiff,mitotic,1,0.7800226211547852,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/raw/mitotic/ann_14.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/bbox/mitotic/ann_14.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/mask/mitotic/ann_14.png
15,2,002.tiff,hard_negative,2,0.7232495546340942,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/raw/hard_negative/ann_15.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/bbox/hard_negative/ann_15.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/mask/hard_negative/ann_15.png
16,2,002.tiff,hard_negative,2,0.7202097177505493,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/raw/hard_negative/ann_16.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/bbox/hard_negative/ann_16.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/mask/hard_negative/ann_16.png
17,2,002.tiff,mitotic,1,0.8242259621620178,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/raw/mitotic/ann_17.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/bbox/mitotic/ann_17.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/mask/mitotic/ann_17.png
18,2,002.tiff,mitotic,1,0.76617032289505,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/raw/mitotic/ann_18.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/bbox/mitotic/ann_18.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/mask/mitotic/ann_18.png
19,2,002.tiff,hard_negative,2,0.7703559398651123,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/raw/hard_negative/ann_19.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/bbox/hard_negative/ann_19.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/mask/hard_negative/ann_19.png
20,2,002.tiff,mitotic,1,0.7549823522567749,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/raw/mitotic/ann_20.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/bbox/mitotic/ann_20.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/mask/mitotic/ann_20.png
21,3,003.tiff,hard_negative,2,0.7641823291778564,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/raw/hard_negative/ann_21.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/bbox/hard_negative/ann_21.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/mask/hard_negative/ann_21.png
22,3,003.tiff,mitotic,1,0.6494061946868896,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/raw/mitotic/ann_22.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/bbox/mitotic/ann_22.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/mask/mitotic/ann_22.png
23,3,003.tiff,hard_negative,2,0.7468427419662476,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/raw/hard_negative/ann_23.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/bbox/hard_negative/ann_23.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/mask/hard_negative/ann_23.png
24,3,003.tiff,hard_negative,2,0.716460645198822,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/raw/hard_negative/ann_24.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/bbox/hard_negative/ann_24.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/mask/hard_negative/ann_24.png
25,3,003.tiff,mitotic,1,0.7050718665122986,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/raw/mitotic/ann_25.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/bbox/mitotic/ann_25.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/mask/mitotic/ann_25.png
26,3,003.tiff,mitotic,1,0.6808568835258484,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/raw/mitotic/ann_26.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/bbox/mitotic/ann_26.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/mask/mitotic/ann_26.png
27,3,003.tiff,hard_negative,2,0.6993741989135742,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/raw/hard_negative/ann_27.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/bbox/hard_negative/ann_27.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/mask/hard_negative/ann_27.png
28,3,003.tiff,hard_negative,2,0.7213200330734253,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/raw/hard_negative/ann_28.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/bbox/hard_negative/ann_28.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/mask/hard_negative/ann_28.png
29,3,003.tiff,mitotic,1,0.6745852828025818,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/raw/mitotic/ann_29.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/bbox/mitotic/ann_29.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/mask/mitotic/ann_29.png
30,3,003.tiff,mitotic,1,0.7659619450569153,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/raw/mitotic/ann_30.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/bbox/mitotic/ann_30.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/mask/mitotic/ann_30.png
31,3,003.tiff,mitotic,1,0.7143296599388123,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/raw/mitotic/ann_31.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/bbox/mitotic/ann_31.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/mask/mitotic/ann_31.png
32,3,003.tiff,mitotic,1,0.7105668783187866,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/raw/mitotic/ann_32.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/bbox/mitotic/ann_32.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/mask/mitotic/ann_32.png
33,3,003.tiff,hard_negative,2,0.672514796257019,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/raw/hard_negative/ann_33.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/bbox/hard_negative/ann_33.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/mask/hard_negative/ann_33.png
34,3,003.tiff,mitotic,1,0.7314033508300781,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/raw/mitotic/ann_34.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/bbox/mitotic/ann_34.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/mask/mitotic/ann_34.png
35,3,003.tiff,hard_negative,2,0.7315773963928223,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/raw/hard_negative/ann_35.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/bbox/hard_negative/ann_35.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/mask/hard_negative/ann_35.png
36,3,003.tiff,hard_negative,2,0.6974413394927979,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/raw/hard_negative/ann_36.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/bbox/hard_negative/ann_36.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/mask/hard_negative/ann_36.png
37,3,003.tiff,hard_negative,2,0.7334717512130737,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/raw/hard_negative/ann_37.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/bbox/hard_negative/ann_37.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/mask/hard_negative/ann_37.png
38,3,003.tiff,hard_negative,2,0.6959548592567444,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/raw/hard_negative/ann_38.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/bbox/hard_negative/ann_38.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/mask/hard_negative/ann_38.png
39,3,003.tiff,mitotic,1,0.7614095211029053,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/raw/mitotic/ann_39.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/bbox/mitotic/ann_39.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/mask/mitotic/ann_39.png
40,3,003.tiff,mitotic,1,0.7213176488876343,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/raw/mitotic/ann_40.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/bbox/mitotic/ann_40.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/mask/mitotic/ann_40.png
41,3,003.tiff,mitotic,1,0.6857478618621826,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/raw/mitotic/ann_41.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/bbox/mitotic/ann_41.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/mask/mitotic/ann_41.png
42,3,003.tiff,hard_negative,2,0.7264439463615417,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/raw/hard_negative/ann_42.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/bbox/hard_negative/ann_42.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/mask/hard_negative/ann_42.png
43,3,003.tiff,hard_negative,2,0.6615257859230042,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/raw/hard_negative/ann_43.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/bbox/hard_negative/ann_43.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/mask/hard_negative/ann_43.png
44,3,003.tiff,hard_negative,2,0.7004960179328918,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/raw/hard_negative/ann_44.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/bbox/hard_negative/ann_44.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/mask/hard_negative/ann_44.png
45,3,003.tiff,hard_negative,2,0.6415167450904846,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/raw/hard_negative/ann_45.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/bbox/hard_negative/ann_45.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/mask/hard_negative/ann_45.png
46,4,004.tiff,mitotic,1,0.7512953877449036,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/raw/mitotic/ann_46.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/bbox/mitotic/ann_46.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/mask/mitotic/ann_46.png
47,4,004.tiff,hard_negative,2,0.7836775183677673,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/raw/hard_negative/ann_47.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/bbox/hard_negative/ann_47.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/mask/hard_negative/ann_47.png
48,4,004.tiff,mitotic,1,0.7122719883918762,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/raw/mitotic/ann_48.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/bbox/mitotic/ann_48.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/mask/mitotic/ann_48.png
49,4,004.tiff,hard_negative,2,0.7494317889213562,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/raw/hard_negative/ann_49.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/bbox/hard_negative/ann_49.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/mask/hard_negative/ann_49.png
50,4,004.tiff,hard_negative,2,0.7505598068237305,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/raw/hard_negative/ann_50.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/bbox/hard_negative/ann_50.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/mask/hard_negative/ann_50.png
51,4,004.tiff,hard_negative,2,0.7777101993560791,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/raw/hard_negative/ann_51.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/bbox/hard_negative/ann_51.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/mask/hard_negative/ann_51.png
52,4,004.tiff,hard_negative,2,0.6175029277801514,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/raw/hard_negative/ann_52.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/bbox/hard_negative/ann_52.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/mask/hard_negative/ann_52.png
53,4,004.tiff,hard_negative,2,0.7696315050125122,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/raw/hard_negative/ann_53.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/bbox/hard_negative/ann_53.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/mask/hard_negative/ann_53.png
54,4,004.tiff,hard_negative,2,0.7476693987846375,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/raw/hard_negative/ann_54.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/bbox/hard_negative/ann_54.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/mask/hard_negative/ann_54.png
55,4,004.tiff,hard_negative,2,0.7083863019943237,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/raw/hard_negative/ann_55.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/bbox/hard_negative/ann_55.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/mask/hard_negative/ann_55.png
56,4,004.tiff,hard_negative,2,0.7324473261833191,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/raw/hard_negative/ann_56.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/bbox/hard_negative/ann_56.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/mask/hard_negative/ann_56.png
57,4,004.tiff,hard_negative,2,0.7349535822868347,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/raw/hard_negative/ann_57.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/bbox/hard_negative/ann_57.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/mask/hard_negative/ann_57.png
58,4,004.tiff,hard_negative,2,0.8609079718589783,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/raw/hard_negative/ann_58.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/bbox/hard_negative/ann_58.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/mask/hard_negative/ann_58.png
59,4,004.tiff,hard_negative,2,0.8301530480384827,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/raw/hard_negative/ann_59.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/bbox/hard_negative/ann_59.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/mask/hard_negative/ann_59.png
60,4,004.tiff,mitotic,1,0.7849948406219482,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/raw/mitotic/ann_60.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/bbox/mitotic/ann_60.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/mask/mitotic/ann_60.png
61,4,004.tiff,hard_negative,2,0.6418600082397461,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/raw/hard_negative/ann_61.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/bbox/hard_negative/ann_61.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/mask/hard_negative/ann_61.png
62,4,004.tiff,hard_negative,2,0.7088437676429749,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/raw/hard_negative/ann_62.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/bbox/hard_negative/ann_62.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/mask/hard_negative/ann_62.png
63,4,004.tiff,hard_negative,2,0.6896608471870422,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/raw/hard_negative/ann_63.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/bbox/hard_negative/ann_63.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/mask/hard_negative/ann_63.png
64,4,004.tiff,hard_negative,2,0.7513123750686646,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/raw/hard_negative/ann_64.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/bbox/hard_negative/ann_64.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/mask/hard_negative/ann_64.png
65,5,005.tiff,mitotic,1,0.6584930419921875,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/raw/mitotic/ann_65.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/bbox/mitotic/ann_65.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/mask/mitotic/ann_65.png
66,5,005.tiff,mitotic,1,0.7518472671508789,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/raw/mitotic/ann_66.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/bbox/mitotic/ann_66.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/mask/mitotic/ann_66.png
67,5,005.tiff,hard_negative,2,0.864126443862915,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/raw/hard_negative/ann_67.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/bbox/hard_negative/ann_67.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/mask/hard_negative/ann_67.png
68,5,005.tiff,mitotic,1,0.7975926399230957,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/raw/mitotic/ann_68.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/bbox/mitotic/ann_68.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/mask/mitotic/ann_68.png
69,5,005.tiff,hard_negative,2,0.7941347360610962,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/raw/hard_negative/ann_69.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/bbox/hard_negative/ann_69.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/mask/hard_negative/ann_69.png
70,6,006.tiff,hard_negative,2,0.766411542892456,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/raw/hard_negative/ann_70.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/bbox/hard_negative/ann_70.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/mask/hard_negative/ann_70.png
71,6,006.tiff,hard_negative,2,0.6953256726264954,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/raw/hard_negative/ann_71.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/bbox/hard_negative/ann_71.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/mask/hard_negative/ann_71.png
72,6,006.tiff,hard_negative,2,0.6315993070602417,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/raw/hard_negative/ann_72.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/bbox/hard_negative/ann_72.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/mask/hard_negative/ann_72.png
73,6,006.tiff,hard_negative,2,0.6749967336654663,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/raw/hard_negative/ann_73.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/bbox/hard_negative/ann_73.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/mask/hard_negative/ann_73.png
